relation	sentence
Entity-Destination(e1,e2)	ما <e1>خامه </e1>ترش را در <e2>کره ساز </e2>ریختیم و شروع به هم زدن آن کردیم .
Instrument-Agency(e2,e1)	<e1>دیده بان </e1>با یک <e2>چراغ </e2>دستی قوی که یک پرتو کانونی قوی دارد ، اطراف حومه شهر را تجسس می کند .
Member-Collection(e2,e1)	این عکس‌های معملول هفمن گاو را در راه خود برای راه اندازی اردوگاه خود با <e1>گله‌هایی </e1>از <e2>جانوران بی‌فرزند </e2>از جاده هایی که پشت سر گذاشته شده اند ، به تصویر می کشد .
Message-Topic(e1,e2)	در مورد مرز ، <e1>پیشنویس </e1>اصلی برخی از <e2>مرزهای </e2>اولیه را اعلام کرده است که باید توسط طرح تقسیماتی سازمان ملل تایید و تصمیم گیری شود .
Cause-Effect(e2,e1)	<e1>زگیل‌های </e1>کف‌پا توسط یک <e2>ویروس </e2>ایجاد می شود که لایه بیرونی پوست را در کف پاها آلوده می کند .
Other	یک <e1>جستجو </e1>در میان نسخه‌های باستانی هرت ادورتایزرز <e2>گنجینه‌ای </e2>ارزشمند از اطلاعات مربوط به روزهای نخستین اولین سینمای شهر را به نمایش گذاشت .
Cause-Effect(e2,e1)	بیشتر <e1>طعم </e1>پیاز قوی از <e2>بویش </e2>بوجود می آید .
Other	کتاب و <e1>مقالات </e1>روشنفکرانه و گیرای او برای <e2>تاریخ </e2>معاصر آموزنده باقی ماند .
Message-Topic(e2,e1)	این <e1>روش </e1>به وضوح در <e2>شماره </e2>قبلی این مجله توضیح داده شده است .
Content-Container(e2,e1)	در زمان حادثه ، <e1>مخزن </e1>جلو پر از <e2>ملاس </e2>بود ، دو مخزن وسطی خالی بودند و مخزن عقبی تازه تخلیه شده بود .
Content-Container(e2,e1)	ابتدا جوش شیرین را در یک بالون ریختیم و سپس بالون رو به بالای یک <e1>بطری </e1>محتوی <e2>سرکه </e2>وصل کردیم .
Member-Collection(e2,e1)	دو روز پیش آدپت گارازو <e1>ردپایی </e1>از <e2>کرکس‌های </e2>خاکستری دید که در دامنه کوه ردیمرس دور می زدند .
Entity-Origin(e1,e2)	شما <e1>قطار </e1>را از <e2>ترمینال </e2>مستقیم گرفتید وبدون توقف تا ایستگاه می روید
Entity-Origin(e1,e2)	او کلاه نوک دار طلایی را روی سر گذاشت و <e1>جوک هایی </e1>را از <e2>تکه کاغذ‌ها </e2>خواند .
Other	<e1>خانواده‌های </e1>غزه پس از سه <e2>هفته </e2>جنگ ، بهبود می یابند .
Content-Container(e1,e2)	<e1>پوست </e1>مرغ بعد از اینکه با گوشت خود پر شد ، درون یک <e2>پارچ </e2>پخته شد .
Cause-Effect(e1,e2)	اگر یک <e1>درخواست </e1>مشارکت کننده منبع <e2>مدرک </e2>تحقیقاتی باشد ، تماس موقت با شرکت کننده باید توسط رابط تحقیق انجام شود .
Other	از آنجا که نیروی انگلیس - نورمن متحمل تلفات کمی شد ، کمان‌داران آن‌ها در ابتدا رگباری از تیر به میزبان ایرلندی وارد کردند که با جوشن زرهی از آن‌ها محافظت نمی‌شد ؛ و سپس شارژ سواره‌نظام سنگین انگلیسی - نورمن ، خرابی را تمام کرد و <e2>میزبان </e2>گائلیک بی‌نظم را <e1>تار و مار کرد </e1>.
Entity-Origin(e1,e2)	یک <e1>هدیه </e1>از <e2>برادر </e2>بزرگ سیاستمدار به دست رسید .
Cause-Effect(e2,e1)	ما متوجه شدیم که <e1>میگرن‌های </e1>مزمن و درد گردن من توسط <e2>صدمات </e2>وارد شده در اولین حادثه تصادفم در دو و نیم سال پیش ، ایجاد شده بود .
Other	من یک <e1>ایده </e1>دیگر برای انجام <e2>مراقبت </e2>از <e2>کودک </e2>داشتم که مربوط به کالسکه بود .
Entity-Origin(e1,e2)	پوشش زیر زمین از بطری‌های پلاستیکی بازیافتی ساخته شده است و <e1>کفپوش </e1>قبلا <e2>لاستیک </e2>اتومبیل بود .
Entity-Destination(e1,e2)	او <e1>آناناس </e1>را داخل <e2>قالب کیک </e2>ریخت‌
Entity-Destination(e1,e2)	<e1>مسافران </e1>ما با پای پیاده یا قایقرانی روی رودخانه به برخی از <e2>بیابان‌های </e2>جذاب سفر کرده اند .
Cause-Effect(e2,e1)	اینها همه علائم <e1>فلج </e1>عضله ناشی از <e2>سم </e2>باکتریایی است .
Other	یک منبع ناشناخته <e1>قورباغه بیگانه </e1>را به <e2>اکوسیستم ما </e2>منتقل کرد .
Entity-Destination(e1,e2)	من <e1>مهره‌ها </e1>را در <e2>بنزین </e2>رها کرده ام .
Component-Whole(e2,e1)	این <e1>دستگاه </e1>دارای دو <e2>واحد </e2>گرمایش و دو واحد خنک کننده است .
Cause-Effect(e2,e1)	به صورت متعارف , در یک نیروگاه بخار فقط توربینی ، <e1>گرما </e1>مورد نیاز برای تولید بخار از یک <e2>دیگ بخار </e2>می آید .
Cause-Effect(e2,e1)	بدترین <e1>تباهی </e1>در اطراف ما ناشی از عدم موفقیت <e2>تعلیمات </e2>دینی است .
Instrument-Agency(e2,e1)	پدران خانه‌دار در اینرنس پای خود را برای کمی بالا نگه میدارند در حالیکه در <e2>لیموزین </e2><e1>رانندگی </e1>می‌کنند .
Content-Container(e1,e2)	فقط <e1>شناسه </e1>جلسه در <e2>کوکی </e2>ذخیره می شود که آیا پایگاه داده استفاده می شود یا خیر .
Other	من مدتی است که درخواست یک <e2>نوشیدنی </e2><e1>شیر </e1>گازدار را دارم .
Other	این <e1>سازمان </e1>همچنین یک سوم از <e2>منبع </e2>برق منطقه را فراهم می کند که بیشتر از ژنراتورهای داخل سدهای بزرگ تولید شده اند .
Entity-Destination(e1,e2)	این <e1>بیماری </e1>از طریق کک‌های موشهای آلوده به باکتری‌های مضر یرسینیا به <e2>انسان‌ها </e2>سرایت کرده است .
Member-Collection(e1,e2)	<e1>رئیس </e1><e2>تیم </e2>یک <e2>تیم </e2>بسیار پویا و سازنده را جمع آوری کرده است .
Product-Producer(e2,e1)	این یک کتاب زیبا بود که با زندگی و <e2>کار </e2><e1>نقاش </e1>با احترام رفتار می کرد .
Cause-Effect(e2,e1)	معمولا در کسب و کارها ، شخص ثالث بابت <e1>خساراتی </e1>که توسط <e2>وسیله نقلیه </e2>کمپانی ایجاد می شود دعوی شکایت می کند .
Entity-Origin(e1,e2)	مردان <e1>مسلح </e1>از <e2>صحنه </e2>فرار کردند .
Component-Whole(e1,e2)	<e1>صحنه </e1>نمایش چتربازی بهترین قسمت <e2>فیلم </e2>بود .
Other	او <e2>دستبند </e2><e1>طلا </e1>را به قیمت 200 دلار خرید .
Cause-Effect(e2,e1)	<e1>خشم </e1>تازه مسلمانان از <e2>سخنرانی </e2>افتتاحیه پاپ بندیکت شانزدهم در 12 سپتامبر 2006 نشات گرفته است .
Component-Whole(e1,e2)	خراش پاشنه نوزاد یک روش معمول برای گرفتن نمونه خون از <e1>پاشنه </e1><e2>اطفال </e2>تازه متولد شده است .
Other	او در طول جنگ به آکسفورد رفت تا انگلیسی بخواند و ، بعد از خدمت جنگ در هند ، تمپست را با نویل کاجیل در یک <e1>تولید </e1>در فضای باز در کنار <e2>دریاچه </e2>کالج ورکستر رهبری کرد .
Other	یک <e1>قطره باران </e1>در هر زمانی که سقوط می کند ، با تقریبی معقول همان <e2>شکل </e2>را نگه می دارد .
Message-Topic(e1,e2)	<e1>جدول‌های </e1>بیلبورد در ایالات متحده <e2>محبوبیت </e2>آهنگ‌ها و آلبوم‌های مختلف را جدول بندی میکند .
Product-Producer(e2,e1)	در زمان قدیم یک <e1>شمع‌ساز </e1>هم صابون و هم <e2>شمع </e2>می ساخته است ، زیرا قبلا هر دوی این محصولات از چربی خوک ساخته می شدند .
Member-Collection(e1,e2)	این <e1>مجسمه </e1>بخشی از یک <e2>مجموعه </e2>کفش است که من در حال حاضر در حال کردن کار بر روی ان هستم درجایی که دوباره به برخی از کفش‌های کلاسیک محبوب یک دست سرمی زنم
Entity-Destination(e1,e2)	<e1>فرصت‌های شغلی </e1>در هند به <e2>بخش مشاغل </e2>ما اضافه شده بود .
Product-Producer(e2,e1)	<e1>نویسنده </e1>دوم ، <e2>وب سایت </e2>را با استفاده از یک ابزار منبع باز جدید ساخت .
Component-Whole(e2,e1)	تمام <e1>کانگرو‌ها </e1>دارای یک <e2>شکم </e2>اطاق دار شبیه به گاو و گوسفند هستند .
Entity-Destination(e1,e2)	ما <e1>مطالعات مجمل </e1>موفقیت آمیزی را به <e2>گزارش </e2>افزودیم که مفهوم ثانویه را اثبات می کنند .
Other	<e1>ماما </e1>به <e2>تولد </e2>کمک می کند , و زنان معمولا برای حمایت از آنها در طول زایمان به مادرانشان و دیگر زنان تکیه می کنند .
Instrument-Agency(e2,e1)	یکی از محققان بزرگ دولتی زمانی شکایت کرد که کارفرمایان او از یافته‌های علمی خود استفاده کردند ، همانطور که انسان <e1>مست </e1>از <e2>تیرچراغ برق </e2>استفاده می کند : برای تکیه گاه نه روشنایی .
Content-Container(e1,e2)	<e1>سند </e1>در <e2>پوشه </e2>مناسب به عنوان یک متن ذخیره می شود .
Entity-Origin(e1,e2)	<e1>حدس </e1>لبف میلین از <e2>نسخه خطی </e2>گرفته شده است .
Content-Container(e1,e2)	<e1>مومیایی </e1>، که در مواد پوشانده شده بود ، در داخل یک <e2>جعبه </e2>با این نوشته‌ها بود : «مقدس به یاد خانه کوچک هاوایی ما در آنسوی آب‌ها » .
Product-Producer(e2,e1)	اطمینان از عرضه پایدار تولید <e2>محصولات </e2><e1>کشاورزی </e1>، خبر خوبی برای اکثر مردم چینی است که پول زیادی را صرف غذا می کنند .
Message-Topic(e1,e2)	<e1>بحث </e1><e2>گراف‌ها </e2>ومولتی گراف‌ها را به عنوان شاخه‌ای از علم می داند .
Entity-Destination(e1,e2)	او <e1>پاسخ‌ها </e1>را در <e2>وب‌سایت </e2>پست کرد .
Entity-Destination(e1,e2)	او <e1>سگ پشمالو </e1>را در آن <e2>زمین </e2>به عنوان توله سگ آورده بود .
Other	<e1>تحقیقات </e1>اخیر سهم ارزشمندی در <e2>تاریخ </e2>منطق در دوره‌ای کمتر شناخته شده در غرب دارند .
Member-Collection(e2,e1)	بانک تایرا و <e1>جمعیت </e1><e2>زنان </e2>در خیابان‌های یونیون اسکوئر روز دوشنبه 17 اوت در شهر نیویورک به عنوان « رقص نور » برای بانک‌های تایرا نمایش داده شدند .
Product-Producer(e1,e2)	این <e1>آلونک </e1>توسط این <e2>افرادی </e2>که رسیدند و آن را ساختند ، برپا شد .
